               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 133,            0.027996,           0.0097562,           0.0025372,             0.94064,             0.95098,             0.95335,             0.69732,             0.02231,           0.0044177,          0.00060712,           0.0097386,           0.0097386,           0.0097386
                 134,            0.027535,            0.009536,           0.0015762,              0.9604,             0.91768,             0.96396,             0.68803,            0.022725,           0.0043359,          0.00061847,           0.0097367,           0.0097367,           0.0097367
                 135,             0.02785,            0.010087,           0.0017786,              0.9413,             0.96242,             0.96692,             0.68726,            0.022738,           0.0042582,            0.000443,           0.0097347,           0.0097347,           0.0097347
                 136,            0.027542,           0.0099018,            0.001768,              0.9535,              0.9426,             0.97076,             0.70852,            0.022698,           0.0042346,          0.00086387,           0.0097327,           0.0097327,           0.0097327
                 137,            0.027635,           0.0092211,           0.0020608,             0.95207,             0.97045,             0.97107,              0.6741,            0.022971,           0.0042717,          0.00031411,           0.0097307,           0.0097307,           0.0097307
                 138,             0.02746,           0.0095313,           0.0020187,             0.95629,             0.94507,              0.9629,             0.65751,            0.023117,           0.0043288,           0.0003249,           0.0097287,           0.0097287,           0.0097287
                 139,            0.026644,           0.0091651,           0.0014604,             0.95303,             0.96247,             0.96916,             0.69082,             0.02225,           0.0041767,          0.00022048,           0.0097268,           0.0097268,           0.0097268
                 140,             0.02751,           0.0098273,           0.0020758,             0.96381,             0.96157,             0.96601,             0.69285,            0.022594,           0.0040975,          0.00030975,           0.0097248,           0.0097248,           0.0097248
                 141,            0.027025,           0.0096416,           0.0025975,             0.95668,             0.95454,             0.96951,             0.68776,            0.022815,           0.0042452,          0.00030988,           0.0097228,           0.0097228,           0.0097228
                 142,            0.027539,           0.0097791,           0.0018308,             0.94848,             0.95095,             0.96623,             0.70578,            0.022533,           0.0042373,          0.00063838,           0.0097208,           0.0097208,           0.0097208
                 143,            0.026511,            0.009091,           0.0020722,             0.95419,             0.95839,             0.95904,              0.6449,            0.024042,           0.0042752,          0.00037688,           0.0097188,           0.0097188,           0.0097188
                 144,            0.026853,           0.0094616,           0.0022515,             0.96737,             0.96351,             0.97651,             0.68511,             0.02287,           0.0041573,          0.00033983,           0.0097169,           0.0097169,           0.0097169
                 145,             0.02694,           0.0098558,           0.0026993,             0.96553,             0.93332,             0.96641,             0.68504,            0.023491,           0.0043945,          0.00052371,           0.0097149,           0.0097149,           0.0097149
                 146,            0.026542,           0.0094478,           0.0019383,             0.96967,              0.9588,             0.97087,             0.69307,            0.022494,           0.0041259,          0.00027901,           0.0097129,           0.0097129,           0.0097129
                 147,            0.026685,            0.009312,           0.0015341,             0.97755,             0.94997,             0.97035,             0.69867,            0.023362,           0.0041694,          0.00018765,           0.0097109,           0.0097109,           0.0097109
                 148,            0.026709,           0.0093997,           0.0017456,             0.96323,             0.94941,             0.97247,             0.69816,            0.022725,           0.0041577,          0.00031407,           0.0097089,           0.0097089,           0.0097089
                 149,            0.026975,           0.0097909,           0.0018188,             0.95751,             0.94153,             0.96223,             0.70058,             0.02241,           0.0042107,          0.00035525,            0.009707,            0.009707,            0.009707
                 150,            0.025963,           0.0093565,           0.0020494,               0.962,               0.975,             0.97584,             0.69931,            0.022085,           0.0040823,          0.00027392,            0.009705,            0.009705,            0.009705
                 151,            0.026505,           0.0094426,           0.0015727,             0.97669,             0.96864,              0.9749,             0.69923,            0.022482,           0.0040501,          0.00024195,            0.009703,            0.009703,            0.009703
                 152,            0.026171,           0.0096056,           0.0014822,             0.95865,             0.96621,             0.96636,             0.68385,            0.022196,           0.0041546,          0.00055549,            0.009701,            0.009701,            0.009701
